ID,nickname,gender,level,followers,address,content,likes,time,hierarchy,rootID
5141682410231223,一只芒果味鼬,女,0,11,福建,道歉！给所有遭受不公平待遇的干员道歉！凭什么只有爱布拉娜加强！ 给引星棘刺道歉！ 给隐得来希道歉！ 给水月道歉！ 给远牙道歉！ 给淬羽赫墨道歉！ 给白铁道歉！ 给霍尔海雅道歉！ 给黑键道歉！ 给夕道歉！ 给迷迭香道歉！ 给空弦道歉！ 给维娜道歉！ 给所有弱势干员道歉!!!,7,2025-03-07 22:01:17,根评论,5141682410231223
5141654416659563,FarianJR,男,0,204,四川,请加强霍尔海雅,0,2025-03-07 20:10:03,根评论,5141654416659563
5141651773197130,再爱很不礼貌,男,0,43,广东,重做琴柳模组❗❗❗重做号角模组❗❗❗重做琴柳模组❗❗❗重做号角模组❗❗❗重做琴柳模组❗❗❗重做号角模组❗❗❗,0,2025-03-07 19:59:33,根评论,5141651773197130
5141647062992402,吞下死难者的苦,女,0,19,北京,加强弑君者,2,2025-03-07 19:40:50,根评论,5141647062992402
5141643410279470,逾诌诌诌诌,女,0,0,浙江,加强水月️‼️️️️加强水月‼️加强水月️‼️️️️加强水月‼️加强水月️‼️️️️加强水月‼️加强水月️‼️️️️加强水月‼️加强水月️‼️️️️加强水月‼️加强水月️‼️️️️加强水月‼️加强水月️‼️️️️加强水月‼️加强水月️‼️️️️加强水月‼️加强水月️‼️️️️,1,2025-03-07 19:26:19,根评论,5141643410279470
5141642144911321,扑街的黑骑导师,女,0,194,上海,[微笑]把星棘三技能那个狗屎连线去掉，直接按照3技能攻击范围脱手就有好么?,2,2025-03-07 19:21:17,根评论,5141642144911321
5141632895943136,拽哥发际线逐渐后移,男,0,204,江苏,[允悲]重写出苍白海！[允悲]加强引星棘刺！[允悲]伊比利亚烂完了！[允悲]明日方舟是杀人凶手！[允悲][允悲]重写出苍白海！[允悲]加强引星棘刺！[允悲]伊比利亚烂完了！[允悲]明日方舟是杀人凶手！[允悲][允悲]重写出苍白海！[允悲]加强引星棘刺！[允悲]伊比利亚烂完了！[允悲]明日方舟是杀人凶手！,3,2025-03-07 18:44:31,根评论,5141632895943136
5141631728883079,千海原misa,女,0,20,广东,我操呢加强伺夜行不,4,2025-03-07 18:39:54,根评论,5141631728883079
5141631473553982,旼奈嬷珐师_ilde,女,0,26,天津,真的是有够见的哈,1,2025-03-07 18:38:53,根评论,5141631473553982
5141623654846563,亲亲一剪梅,男,0,15,浙江,回复@卖烤土豆的小女孩:闹麻了，加强几倍了还是堪堪逃离中杯的水平，就吵吧，反正我是不信大杯干员会因为抄而加强的,0,2025-03-07 18:07:49,子评论,5141273989352637
5141622032439291,丸孝女,女,0,70,广东,重做弑君者❗❗❗❗厨子等了几年卫星你就这么对待❓❓❓❓重做弑君者❗❗❗❗厨子等了几年卫星你就这么对待❓❓❓❓重做弑君者❗❗❗❗厨子等了几年卫星你就这么对待❓❓❓❓重做弑君者❗❗❗❗厨子等了几年卫星你就这么对待❓❓❓❓重做弑君者❗❗❗❗厨子等了几年卫星你就这么对待❓❓❓❓,5,2025-03-07 18:01:22,根评论,5141622032439291
5141621922862463,海豹远离我,女,0,5,河北,回复@球球吨吨:太支持了太支持了[可怜]明日方舟赶紧给我加强小黑羊！,0,2025-03-07 18:00:56,子评论,5141559760129601
5141620345804061,AAAAA四外四批发商,女,0,12,山东,回复@老黄博士:有肯定是有啊，但是自己喜欢的干员强度弱到爆炸你心里不难受?[允悲],0,2025-03-07 17:54:40,子评论,5141370227132004
5141619628312878,狐狐也不知道,男,0,73,江苏,加强异客,1,2025-03-07 17:51:49,根评论,5141619628312878
5141616274445821,5亿年前的鱼在做什么梦呢,女,0,23,北京,鹰角给传奇带货王拉普兰德的大屏在哪里？强度在哪里？皮肤在哪里？[吃惊]鹰角给传奇带货王拉普兰德的大屏在哪里？强度在哪里？皮肤在哪里？[吃惊]鹰角给传奇带货王拉普兰德的大屏在哪里？强度在哪里？皮肤在哪里？[吃惊]鹰角给传奇带货王拉普兰德的大屏在哪里？强度在哪里？皮肤在哪里？[吃惊],2,2025-03-07 17:38:29,根评论,5141616274445821
